,package_look1,SQ2,package_yes2,home_lh,bk_regularly1,BA4,c6_10_1,c6_3_1,health1,pay,SQ1,h1_9_1,safery_grain1,natural_helpful,A19,effect_job1,effect_rice1,five_nutrient1,h1_6_2,solo_eat1,satisfy1,diet1,rice_helpful1,eat_bk,various_food1,h1_13_1,c6_4_2,h1_2_2,A11_1,SQ7,BA2,BA2_1
2884,0,67,0,1,1,2,0,0,0,1,2,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,4,2,2,2
2885,0,73,0,0,1,2,0,0,1,4,1,0,1,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,4,2,3,1
2886,1,53,0,0,0,2,1,1,1,7,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,2,1,5,5
2887,0,58,0,1,0,2,0,0,0,4,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,2,1,4,3
2888,0,55,0,0,1,1,0,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3
2889,0,33,1,0,1,1,0,0,1,5,2,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,3,2
2890,0,52,0,1,1,2,0,0,1,2,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2,8
2891,0,63,0,0,1,2,0,0,1,4,2,1,1,1,2,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,3,4
2892,0,74,0,0,1,2,0,0,0,2,2,1,1,0,2,1,1,1,1,1,0,0,1,1,1,1,0,0,3,1,2,1
2893,1,59,0,0,0,2,0,1,1,3,2,1,1,0,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,5,5
2894,0,48,0,1,0,2,0,1,1,9,2,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,4,1,5,5
2895,0,61,1,1,0,1,0,0,1,3,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,3,3
2896,1,67,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,3,4
2897,0,71,0,0,0,2,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,3
2898,0,51,1,1,1,2,0,1,1,9,2,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,2,1,5,4
2899,0,71,0,0,1,1,0,0,1,1,2,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,3,1,1,3
2900,0,61,0,1,0,2,0,0,0,4,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,2,1,3,2
2901,1,52,1,0,1,1,0,0,0,6,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,4,2,4,2
2902,0,68,0,1,1,2,0,0,0,1,2,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,2,1,1,2
2903,1,45,1,1,1,1,0,0,1,3,2,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,2,1,5,6
2904,0,68,0,1,1,2,0,0,0,1,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,4,2
2905,0,61,0,0,0,1,0,0,1,3,2,0,0,1,2,1,0,1,1,1,0,0,0,0,1,0,1,0,2,1,2,2
2906,0,29,1,1,1,1,0,1,1,4,2,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,3,2
2907,1,43,0,0,0,1,0,0,1,4,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,3
2908,0,67,0,0,1,2,0,0,1,1,2,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,6,4
2909,1,37,0,0,0,2,0,1,1,4,2,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,2,1,6,5
2910,0,46,0,1,1,2,1,0,1,9,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,4,1,5,4
2911,1,19,1,0,0,2,0,1,1,1,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,2,7,2
2912,0,40,0,0,0,2,0,0,1,4,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,5,4
2913,0,72,0,0,1,2,0,0,1,4,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,6,4
2914,0,49,0,1,1,2,0,0,1,9,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,4,1,5,4
2915,1,50,0,0,0,2,0,0,0,6,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,4,1,5,4
2916,0,42,0,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,4
2917,0,63,0,0,1,2,0,0,0,2,2,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,3,1
2918,1,60,0,0,0,2,0,1,1,4,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,4,1,6,6
2919,0,49,0,0,0,2,0,1,1,3,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,7,7
2920,1,21,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,5,4
2921,0,44,1,1,1,2,0,0,0,3,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,4,1,6,4
2922,1,63,0,0,0,1,0,1,1,6,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,4,1,6,6
2923,0,62,0,1,1,2,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,0,1,0,1,1,0,0,2,1,3,2
2924,1,45,0,0,1,2,0,0,1,6,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,6,4
2925,0,45,0,1,1,1,0,0,1,4,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,4,1,6,4
2926,0,54,0,0,1,2,0,0,1,6,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,9,4
2927,0,59,0,1,1,2,0,0,0,3,2,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,3,2
2928,0,32,0,1,1,1,0,0,1,3,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,3,2
2929,1,40,0,0,1,2,0,1,0,5,2,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,2,1,7,6
2930,0,28,0,1,1,1,0,0,1,4,1,1,1,1,2,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,3,2
2931,0,61,0,0,0,2,1,0,1,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,4,1,1,3
2932,0,71,0,1,1,2,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,4,1,1,3
2933,0,55,0,1,1,2,0,0,0,5,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,4,1,5,4
2934,0,66,0,0,1,2,0,0,0,3,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,3,1
2935,0,63,0,1,0,1,0,1,0,2,2,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2,3
2936,0,69,0,0,1,2,0,0,1,3,2,0,1,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,3,1
2937,0,49,0,0,1,2,0,0,1,3,2,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,5,6
2938,0,62,0,0,0,2,0,0,1,1,2,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,4,1,2,2
2939,0,51,0,0,1,2,0,0,0,3,1,0,1,1,2,1,1,1,1,0,0,0,1,1,0,0,0,0,2,1,3,1
2940,0,34,0,0,1,2,0,0,1,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,4,1,2,2
2941,0,49,0,0,1,2,0,0,1,3,2,1,1,1,2,1,1,1,0,0,0,0,1,1,0,1,0,0,2,1,3,1
2942,1,55,0,0,0,2,0,0,0,6,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,5,6
2943,0,64,0,0,1,2,0,0,0,3,2,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,0,0,2,2,3,1
2944,0,68,0,0,1,2,0,0,1,1,2,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,4,1,1,2
2945,0,66,0,0,1,2,0,0,1,3,1,1,1,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,2,3,1
2946,0,73,0,0,1,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,4,1,1,2
2947,0,65,0,0,0,2,1,0,1,1,2,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,4,1,1,2
2948,0,71,0,0,1,2,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,4,1,1,2
2949,1,70,0,0,1,2,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,3,3
2950,0,70,0,0,1,2,0,0,1,5,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,3,3
2951,0,70,0,0,1,2,0,0,0,1,2,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,4,1,1,2
2952,0,22,0,1,0,2,0,0,1,9,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,4,1,5,4
2953,0,19,0,1,0,2,0,0,1,9,2,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,5,4
2954,0,36,0,1,0,2,0,0,1,9,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,3,1,5,3
2955,1,62,0,0,1,2,0,0,0,1,2,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,4,1,1,3
2956,0,33,1,1,1,2,0,0,1,9,2,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,3,1,5,3
2957,0,48,0,1,0,1,0,0,1,8,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,4,1,5,5
2958,0,68,0,0,1,2,0,0,0,2,2,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,4,1,5,3
2959,1,54,0,0,0,2,0,0,1,8,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,4,1,7,2
2960,0,52,0,1,1,1,0,0,0,11,2,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,4,1,6,4
2961,1,70,0,0,1,2,0,0,0,1,2,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,4,1,1,2
2962,0,57,0,1,1,1,0,0,0,11,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,4,1,6,4
2963,0,26,0,1,1,2,0,0,1,11,2,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,3,1,6,4
2964,0,23,0,1,0,2,0,0,0,11,2,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,4,1,6,4
2965,0,55,0,1,1,2,0,0,0,9,2,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,4,1,5,4
2966,0,52,0,0,1,2,0,0,1,1,2,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,4,2,5,3
2967,0,53,0,0,1,2,0,0,1,6,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,4,2,5,3
2968,0,62,0,1,0,2,0,0,0,9,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,4,1,5,4
2969,0,27,0,1,0,2,0,0,1,9,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,4,1,5,4
2970,0,24,0,1,1,2,0,0,1,9,2,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,4,1,5,4
2971,1,24,0,0,1,2,0,0,1,4,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,2,5,3
2972,0,53,0,1,1,1,0,0,0,11,2,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,4,1,6,4
2973,0,21,0,0,1,2,0,0,1,1,2,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,2,5,3
2974,0,55,1,1,0,2,0,0,0,11,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,4,1,6,4
2975,0,52,0,0,0,1,0,0,1,3,2,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,5,5
2976,0,28,1,1,1,2,0,0,1,11,2,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,4,1,6,4
2977,1,32,0,1,1,1,1,1,0,9,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,8,4
2978,0,49,0,1,1,2,0,0,0,2,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,4,1,2,4
2979,0,27,0,1,0,2,0,0,1,11,2,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,4,1,6,4
2980,1,23,0,0,1,1,0,1,1,1,2,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4
2981,0,64,0,0,1,2,0,0,0,2,2,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,4,1,4,4
2982,0,61,0,0,0,2,0,0,1,4,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,3,3
2983,0,56,0,0,1,1,0,0,1,5,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,5,5
2984,0,67,0,0,1,2,0,0,0,4,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,4,1,4,4
2985,0,21,0,1,1,1,0,0,1,3,2,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,4,1,2,2
2986,0,67,0,0,1,1,0,0,1,1,2,0,1,0,2,1,1,0,1,1,1,0,1,1,1,0,1,0,4,1,1,1
2987,0,70,0,0,1,2,0,0,0,2,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,2,2
2988,0,58,0,1,1,2,0,0,0,4,2,1,1,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,3,1,3,1
2989,1,48,0,0,0,2,0,0,0,4,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,4,3
2990,0,62,0,0,1,2,0,0,1,2,2,1,0,0,2,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,5,6
2991,0,64,0,0,1,2,1,1,1,4,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,5,6
2992,1,63,0,0,0,2,0,0,0,4,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,4,3
2993,0,61,0,1,1,2,0,0,0,5,1,0,1,1,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,3,1
2994,0,42,1,0,1,2,0,0,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,1,4,5
2995,0,41,1,1,0,2,0,1,0,4,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,4,1,4,3
2996,1,42,0,0,1,2,0,0,1,6,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,4,5
2997,0,61,0,0,1,2,0,0,1,3,2,0,1,1,2,1,1,1,1,0,0,0,1,1,1,0,0,0,2,1,3,1
2998,0,61,0,0,1,2,0,0,0,3,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,3,1
2999,1,74,0,0,0,2,0,0,0,2,1,0,1,0,2,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,5,4
3000,0,58,0,1,1,2,0,1,1,8,2,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,4,2,5,3
3001,0,59,0,0,1,2,0,0,0,3,2,1,1,1,2,1,1,1,1,0,0,0,1,1,1,0,1,0,1,3,2,2
3002,0,59,1,0,1,1,0,1,1,5,2,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,4,1,3,1
3003,0,61,0,0,1,2,0,0,0,3,1,0,1,1,2,1,1,1,1,0,0,0,1,1,1,0,0,0,2,3,2,2
3004,0,56,0,0,0,2,0,0,0,8,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,2,2,5,2
3005,0,43,0,0,1,1,0,0,0,2,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,2,3
3006,0,49,0,1,0,2,0,1,1,5,2,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,8,3
3007,0,31,0,1,1,2,0,0,1,2,2,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,2,3,2,2
3008,0,72,0,0,0,2,0,0,1,3,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,2,2
3009,0,21,1,0,1,1,0,1,1,2,2,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,3,1
3010,0,60,0,1,0,2,0,0,0,4,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,4,1,4,4
3011,0,56,0,1,1,1,0,0,0,6,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,1,4,2
3012,0,44,0,0,0,2,0,0,0,6,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,4,4
3013,0,32,0,0,0,1,0,0,1,5,2,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,2,5,3
3014,0,64,0,1,1,2,0,0,0,4,2,0,1,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,2,3,2
3015,0,39,1,1,1,2,0,0,0,2,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,4,1,2,4
3016,1,53,0,0,0,2,0,0,1,4,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,5,4
3017,0,62,0,1,1,2,0,0,0,4,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,2,3,2
3018,0,65,0,0,0,2,0,0,0,2,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,4,3
3019,0,28,0,1,1,1,0,0,1,3,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,2,2,3,2
3020,0,67,0,0,0,1,0,0,0,1,2,0,1,0,2,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1
3021,1,35,0,0,1,1,0,0,1,6,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,6,4
3022,0,60,0,0,1,2,0,0,0,3,1,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,2,1,3,2
3023,0,58,0,0,1,2,0,0,0,3,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,4,4
3024,0,56,0,0,1,2,0,0,1,3,2,0,1,1,2,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,3,2
3025,0,43,1,0,0,2,0,0,0,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,3
3026,0,26,0,0,1,2,0,0,1,1,2,0,0,1,2,1,1,1,1,0,0,0,1,0,1,0,0,0,2,1,3,2
3027,1,57,0,1,1,2,0,0,0,4,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,4,1,5,3
3028,0,36,1,0,0,1,0,1,1,5,2,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,4,2
3029,0,39,0,0,0,1,0,0,1,4,2,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,4,1,6,5
3030,1,31,0,0,1,1,0,0,1,1,2,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,4,1,4,5
3031,0,63,0,0,0,2,0,0,0,5,2,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,3,1,3,2
3032,0,34,1,0,0,1,0,1,1,5,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,4,2
3033,0,63,0,0,1,2,0,1,0,2,2,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,2,1,2,4
3034,0,46,0,1,1,2,0,0,0,5,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,5,5
3035,1,63,0,0,1,2,0,0,1,6,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,4,3
3036,0,37,0,1,0,2,0,0,1,6,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,4,1,6,5
3037,1,34,0,0,1,1,0,1,0,4,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,3
3038,0,51,0,0,1,1,0,0,0,3,2,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,5,4
3039,0,53,0,0,0,2,0,0,0,4,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3,3
3040,0,69,0,0,0,1,0,0,1,1,2,0,1,0,2,1,1,0,0,1,1,0,1,1,1,0,0,0,4,1,6,5
3041,0,63,1,0,1,1,0,1,1,7,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,4,1,4,2
3042,0,59,0,0,1,2,0,0,1,9,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,5,4
3043,1,46,0,0,1,1,0,1,1,6,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,5,5
3044,0,67,1,0,1,1,0,1,1,7,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,4,1,4,2
3045,0,37,1,0,1,2,0,0,0,5,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,3,3
3046,0,62,0,1,1,2,0,0,0,3,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,4,1,4,3
3047,1,63,0,0,1,2,0,0,0,4,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,3,3
3048,1,54,0,0,1,1,0,0,1,5,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,4,4
3049,0,67,0,0,1,2,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,2
3050,1,59,0,0,1,2,0,0,1,4,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,4,4
3051,0,57,0,0,0,2,0,0,0,11,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,4,1,7,2
3052,0,49,0,0,0,1,0,0,1,5,2,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,2,7,3
3053,0,51,0,0,0,1,0,0,1,7,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,4,2,7,3
3054,0,54,0,0,1,1,0,0,1,5,2,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,4,2,3,3
3055,0,25,0,0,0,2,0,0,0,4,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,2,1,7,2
3056,0,20,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,2,7,3
3057,0,47,0,1,0,2,1,1,1,6,2,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,2,1,5,4
3058,1,62,0,0,1,2,0,1,1,4,2,1,1,0,2,0,1,1,1,0,1,0,1,1,1,0,1,1,2,1,4,4
3059,0,22,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,2,11,4
3060,1,66,0,1,1,2,0,0,0,4,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,3,3
3061,1,53,0,0,1,2,0,0,1,6,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,8,5
3062,1,63,0,0,0,1,0,1,1,1,2,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,2,1,1,2
3063,0,54,0,0,0,2,0,1,1,5,2,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,3,2,11,4
3064,0,63,0,0,1,1,0,0,1,5,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,2,3,3
3065,0,57,0,0,1,2,0,1,0,4,2,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,3
3066,0,66,0,0,1,1,0,0,1,1,2,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,4,1,1,2
3067,0,49,0,0,0,2,0,0,1,6,2,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,8,5
3068,0,59,0,0,0,1,0,0,1,6,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,2,11,4
3069,0,39,0,0,1,2,0,0,1,1,2,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,2,5,7
3070,0,51,0,1,1,2,0,0,0,5,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,5,6
3071,1,51,0,1,1,2,0,0,1,6,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,4,4
3072,1,52,0,0,1,2,0,1,1,10,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,6,6
3073,0,29,0,0,0,1,0,0,1,4,2,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,2,11,4
3074,0,45,0,1,1,2,0,1,1,7,2,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,2,1,5,5
3075,0,40,0,0,1,2,0,0,1,7,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,2,5,7
3076,1,53,0,0,0,1,0,0,1,4,2,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,3,1,3,2
3077,0,19,0,1,1,2,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,2,1,5,6
3078,0,54,1,0,0,2,0,0,0,12,2,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,4,2,7,6
3079,1,22,1,0,0,1,0,0,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,4,4
3080,1,47,0,1,0,2,0,0,1,6,2,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,7,3
3081,0,67,0,0,1,2,0,1,1,4,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,2,1,4,3
3082,0,54,0,0,1,1,0,0,1,12,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,4,2,7,6
3083,0,41,1,0,0,1,0,0,1,4,2,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,4,1,6,5
3084,0,49,0,0,1,2,1,1,1,2,2,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,6,4
3085,1,51,0,1,0,2,1,1,1,5,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,6,4
3086,0,21,0,1,1,2,1,1,1,4,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,6,4
3087,0,46,0,0,1,1,0,0,1,11,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,4,1,6,5
3088,0,24,0,1,0,2,0,0,1,1,1,0,1,0,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,6,10
3089,0,19,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,4
